""	"67.AV770T"	"35.AV590"	"25.AV608"	"18.AV863"	"06.AV996"	"91.AV609"	"19.AV864"	"79.AV567"	"82.AV579"	"55.AV717T"	"40.AV521"	"10.AV587"	"12.AV596"	"01.AV967"	"34.AV589"	"03.AV971"	"49.AV555T"	"84.AV803"	"52.AV612TA"	"68.AV791T"	"94.AV802"	"24.AV580"	"69.AV782.2T"	"93.AV611"	"44.AV543"	"36.AV591"	"75.AV794TA"	"80.AV568"	"66.AV604T"	"04.AV972"	"02.AV968"	"45.AV571"	"92.AV610"	"08.AV583"	"76.AV833T"	"56.AV718T"	"17.AV817"	"11.AV588"	"50.AV555TA"	"53.AV650T"	"71.AV604TA"	"81.AV570"	"70.AV794T"	"86.AV866"	"54.AV650TA"	"42.AV541"	"73.AV791TA"	"74.AV782.2TA"	"43.AV542"	"83.AV814"	"13.AV597"	"05.AV974"	"09.AV584"	"41.AV527"	"51.AV612T"	"32.AV572"	"85.AV865"	"33.AV586"	"37.AV598"	"16.AV816"	"48.AV551T"	"72.AV770TA"
"g__Anaerostipes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00246281154566053	0	0	0	0	0	0	0	0	0	0	0	0
"g__Anaerotruncus"	0.469939534446568	5.67606472748933	2.74840600372263	2.8828104049343	1.89207672517667	1.78090372238073	2.20927286546744	3.78273143190889	3.18485941180148	1.39191654959712	1.02875230809813	3.52467623381169	1.90118530688886	1.49013417521705	2.93788756734777	7.27207336809926	0.701243715268589	2.89930782290714	0.368842210552638	0.269436526221251	1.14662201514269	1.62023525249845	0.19668134851381	1.86493216118705	1.64537065206369	1.52118962494022	0.277327417015104	3.96802848646703	0.862740732494713	2.43467310315878	4.4736374933428	3.4373260201662	2.3245743977757	3.03080988860268	0.980256321440942	1.01665132624885	1.32239705390023	3.4520725388601	0.313712732089326	0.683608922428143	0.595855918194749	1.44068299045473	0.244771606493646	3.72902951794436	0.942749661127948	1.85222826363128	0.288873393764319	0.154970112906796	2.34165730579797	3.32233277509605	0.798298606830231	5.35601997410763	2.16318529034002	2.06970257800485	0.232181988938746	2.06059403320764	3.03417778843336	0.700663194574544	2.92768433222691	2.54015137529998	0.540141447112769	0.619713293562461
"g__Arcobacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Aureimonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Bacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0.0381410632554864	0.104183109707972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00334526477770716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308223400320552	0.00369890882189754	0.00675995403231258	0	0	0	0	0	0	0.00369208048735462	0	0
"g__Bacteroides"	0.952410789811711	0.230815050134021	0.525391733660714	0.251407884151247	0.325658644608721	0.520204366000929	2.5133012414492	1.37642363477076	0.295975154761657	1.07058082643027	1.39427968496816	0.994049702485124	0.803896256307945	0.925019731649566	0.836976042831487	0.597014925373135	1.41902619740672	0.577902572809194	8.408352088022	1.08750829786403	0.666132789749563	0.214026709118245	0.698080279232112	0.599623964632349	0.826488185782375	0.958713820508733	0.339192763887704	0.69132715874008	2.36001335856619	1.06779305278623	0.78364738403794	0.835103202259933	1.00275758335422	0.749339310206403	0.876342223761691	5.03305162747887	0.37830599263475	0.52461139896373	1.73355331954547	3.23382532460326	1.76258024833737	0.798897254994961	0.511140707677909	0.836695689105968	1.34635008148159	0.848620356725443	1.02599860543879	0.575603276510959	0.874881188974337	0.440843266673234	1.35001849340402	0.417976696874422	1.23031163388089	1.39457289575893	14.1291871021601	0.545743203016472	1.56104318175764	1.44628873318596	0.458732704285235	0.402436773121654	1.02588015854512	0.562728163119936
"g__Barnesiella"	0.585857952943388	0.131539759753797	0.99534011854316	0.408956824886028	0.0651317289217442	0.664853028996085	1.32252343552065	0.229728414289886	0.154240573608187	0.0226065332881202	0.126238836341712	0.364018200910045	0.0586785588545945	0.729281767955801	0.193148317576497	0.0827189354432656	0	0.150189369204649	0.166708343752605	0.818071771642782	0.374927198602213	0.127354736004245	0.0858749549849026	0.180395345291936	0.119156272183349	0.232277457700453	0.168529738032255	0.0947023505123397	0.292218635199822	0.0419771224682548	0.21049428114935	0.0391776810936759	0.2256204562547	0.672398220319138	0.408728784205058	0.610827545812066	0.0569132909273519	0.242875647668394	0.0209141821392885	0.173121740095439	0.311382770153385	0.139325309776486	0.241172024045211	0.526651093650457	0.0852891454332232	0.363331470095025	0.707241757147126	0.046289773985147	0.20305884386071	0.04679341936755	0.940081370977685	0.247826891067135	0.500236598391131	0.140760628730808	0.469581550662632	0.287755507045049	0.953674844828046	0.498332646408632	0.421437362473427	0.579656636514676	0.0233154581487526	0.514646959309055
"g__Bifidobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00266389621460348	0	0	0	0	0
"g__Blastococcus"	0	0	0	0	0	0	0.0152014187990879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00762233853346207	0	0	0	0	0	0	0	0	0	0.00669052955541431	0	0	0	0	0	0	0	0	0	0	0	0.00762233853346206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Blautia"	0	0	0	0	0	0	0	0	0	0	0	0.00350017500875044	0	0.00315706393054459	0	0.00719295090811005	0	0	0	0	0.00364006988934188	0	0	0	0	0	0	0	0	0	0	0.00206198321545663	0	0.00669052955541432	0	0	0	0	0	0	0.00192211586514435	0.00148218414655837	0	0	0	0	0	0	0	0	0	0.00369890882189754	0	0	0	0.00330753456373619	0	0	0	0	0	0
"g__Bradyrhizobium"	0	0	0	0	0	0.001327051954084	0	0	0.00416866415157263	0.00322950475544575	0.00188416173644346	0.00700035001750087	0	0.00315706393054459	0	0	0.178618682191056	0.00326498628705759	0	0.00390487719161232	0.0400407687827606	0.00353763155567348	0	0	0.0076057195010648	0	0	0	0.00278303462095068	0	0	0	0	0	0	0	0	0	0.0720377384797713	0.0199755853956276	0	0	0	0	0.0030460409083294	0.00254077951115402	0	0	0	0	0	0	0	0.0130333915491489	0.0104351455702807	0	0	0	0.00372953418118077	0	0.15932229734981	0.00534235597898673
"g__Brevibacterium"	0	0	0	0	0	0	0.0608056751963517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209187515689064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Buttiauxella"	0	0	0	0	0	0	0	0	0	0	0	0	0.0176035676563784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00524714030853185	0	0	0	0.00334526477770716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00749372400614485	0	0	0	0
"g__Butyricicoccus"	0.397882139164761	0.861213144048446	1.24351510831254	1.75650308393671	0.491744553359169	0.725897418883949	0.805675196351659	0.321230409812129	0.556516664234946	0.405302846808442	0.192184497117233	0.546027301365069	0.196573172162892	0.173638516179953	0.962353020907458	0.528681891746088	0.0363852871129928	0.728091942013843	0.304242727348504	0.251864578858995	0.946418171228888	0.721676837357389	0.939084185157484	0.820671782102749	0.689585234763209	0.906337531027258	1.31410529908695	0.613671231319962	0.150283869531337	0.800188897051108	1.07276001115873	1.28049157679856	0.765742154561407	0.391395978991738	0.297887080013855	0.213371266002845	1.95513893538668	0.524611398963731	0.160342063067878	1.04760847852624	0.217199092761311	0.111163810991878	1.29944926388539	0.823954130388617	1.8291475654518	0.617409421210427	0.260982169538798	1.11296717451245	0.801434373109824	1.00975273372082	0.231167550240415	0.543739596818939	0.0608395862908133	0.521335661965957	0.0313054367108422	0.582126083217569	1.11084472148965	0.329723856270373	1.12258978853541	1.18515783644083	0.314758685008161	0.502181462024753
"g__Candidatus Carsonella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Cellulosimicrobium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00315706393054459	0	0	0	0	0	0	0	0	0	0.00254077951115402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Clostridium IV"	0.294495441586516	0.347463516330785	0.225733634311512	0.29833735585948	0.283323020809587	0.273372702541304	0.192551304788447	0.362114280151854	0.181336890593409	0.289040675612395	0.252477672683423	0.591529576478824	0.258185658960216	0.634569850039463	0.609942055504727	0.690523287178565	1.47195025138926	0.35261851900222	1.11694590314245	0.160099964856105	0.516889924286546	0.311311576899266	0.401673176542287	0.46750343005234	0.537470844741913	0.157128868444424	0.300793583070228	0.429948671326022	0.545474785706334	0.487984048693462	0.26628794603231	0.5134338206487	0.494541808154242	0.311109624326765	1.250432975407	2.94117647058824	0.836960160696351	0.272020725388601	0.650663444333418	0.279658195538786	0.805366547495483	0.463923637872769	0.36715740974047	0.17413463580378	0.22997608857887	1.20941104730931	0.229106484709632	0.442771751162276	0.416918690054437	0.298000197024924	0.711996054740476	0.754577399667098	0.138579057662408	0.463988739149702	0.999165188354378	0.334060990937355	0.375609366259091	0.0861778260706658	0.3878715548428	0.265829795089533	0.439107795134841	0.614370937583474
"g__Clostridium XI"	0.00626586045928757	0	0	0	0.0162829322304361	0	0	0.0369901684026088	0.00625299622735894	0.755704112774306	0	0	0.00293392794272973	0	0	0.00359647545405503	5.19317279703625	0	1.00441777110944	0.00390487719161232	0	0	0	0	0.826488185782375	0	0	0.0265166581434551	1.04085494823556	0.00787071046279778	0	0.0866032950491783	0	0.0200715886662429	1.6383789400762	0.476947535771065	0	0.00323834196891192	1.80791485604071	0.779047830429475	0.876484834505824	0	0	0.0169887449564663	0.507165811236845	0.0228670156003862	0	0	0	0	0.00308223400320552	0	0	0.00782003492948935	2.90097046853804	0	0.00266389621460348	0.00374686200307243	0	0	2.87557317167949	0.00712314130531564
"g__Clostridium XlVa"	5.09414455340079	5.23180780303783	13.313004105448	5.65500134084205	4.00560132868727	7.01214252537987	4.95059538890296	2.7255913559817	3.99983325343394	1.49203119701594	6.03120171835549	4.34721736086804	4.66494542894026	5.88476716653513	6.6178713022263	7.96259665527782	3.19859751256947	5.35784249706152	6.94131866299908	3.65496505134913	5.00509609784508	5.85478022463961	5.87550901687027	5.559225570405	4.51526214379881	4.0921822694874	1.86022698182439	3.26912513968597	1.60302794166759	5.7823486200021	8.04696812152874	6.40039590077737	4.66282276259715	10.9992305891011	4.18773813647385	1.34298385072379	13.3277535989287	3.85686528497409	4.0341133548672	2.24392409277549	1.96632453004268	1.03160016600462	1.29225009898852	8.58781057549374	2.71554546977566	5.20605721835459	4.35899990038848	6.43629118280435	4.99222327832023	3.7681016648606	4.25348292442362	3.21065285740706	5.23558439802609	3.06806037066966	3.63664823124282	6.23470265264272	2.12578917925358	6.58323653939826	8.2236228695036	6.39468340409821	1.18908836558638	4.11895645979877
"g__Clostridium XlVb"	0.626586045928757	0.541050332572223	1.76098636357636	0.86484312148029	3.15563226625851	0.646274301638909	1.43906764631366	2.06366202667186	1.91341684557184	1.93124384375656	0.531333609677054	1.26006300315016	0.484098110550405	0.110497237569061	1.14194707058385	0.413594677216328	0.201772955808415	3.55230508031866	0.864799533216638	1.08555585926823	1.91831683168316	1.00999380914478	0.520790049585861	1.28309365313278	1.00649021397424	0.316534966866304	4.10231248400034	0.6799628766786	0.261605254369365	1.24357225312205	0.494534756917146	1.35059900612409	1.69557191367169	0.27096644699428	0.755109109802563	0.72378880428416	1.70739872782055	2.28950777202072	0.508911765389352	2.08633891909888	0.317149117748818	0.394260982984526	3.51319246967352	1.50350392864727	5.02139843738101	0.447177193963108	1.07580436298436	0.803026948698854	0.455802298453297	0.84474436016156	0.397608186413512	2.28222674311078	1.00047319678226	0.821103667596381	0.532192424084316	1.1609446318714	1.4544873331735	0.479598336393271	0.417707828292246	0.461510060919328	0.481852801740887	0.286706437538954
"g__Clostridium XVIII"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0947119179163378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Collinsella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00719295090811005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033478406427854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Comamonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Coprococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00326498628705759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Corynebacterium"	0	0	0	0	0	0	0.00506713959969597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Desulfovibrio"	0.0626586045928757	0.00992752903802244	0.108246538090901	0.0201126307320998	0.276809847917413	0.014597571494924	0	0.0642460819624258	0.0562769660462305	0.547401056048055	0.0471040434110864	0.147007350367518	0.11148926182373	0.549329123914759	0.0338856697502626	0.931487142600252	0.0330775337390844	0.215489094945801	0.50429273985163	0.0175719473622555	0	0.00530644733351021	0.074794315632012	0.00508155902230804	0.0354933576716357	0.00227722997745542	0.121597405922007	0.0681856923688846	0.0111321384838027	0.493231189001994	0.431132865004692	0.0927892446955482	0.0113949725381162	0.00669052955541431	0.270176653966055	2.08769140657686	0.016739203213927	0.181347150259067	0.339274510259568	0.193097325491066	0.0153769269211548	0.0726270231813601	0.197977034663979	0.00424718623911659	0.245206293120517	0.154987550180395	0.0398446060364578	0.0543401694608248	0.0172816037328264	0.0911240271894395	0.0616446800641105	0.469761420380988	0.172378827823971	0.156400698589787	0.271313784827298	0	0.154505980447002	0	0.0447544101741692	0	1.33286702417036	0.131778114148339
"g__Dietzia"	0	0.00496376451901122	0	0	0.0130263457843488	0	0.126678489992399	0	0	0	0	0	0	0	0	0	0	0	0.00208385429690756	0	0.0546010483401281	0	0	0	0.00253523983368827	0	0	0	0	0	0	0	0	0	0	0.418375031378127	0	0	0	0	0	0	0	0	0.0045690613624941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Dorea"	0	0	0	0	0	0.001327051954084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254077951115402	0	0	0.00213328782319311	0	0.00278303462095068	0	0	0.00206198321545663	0.00227899450762324	0	0	0	0	0	0	0	0	0.00148218414655837	0	0	0	0	0	0	0.0021602004666033	0	0	0	0	0	0	0.00330753456373619	0	0	0	0	0	0
"g__Enhydrobacter"	0	0	0	0.00335210512201663	0	0	0	0	0	0	0	0.0210010500525026	0	0	0	0	0.119079121460704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Enterococcus"	0	0	0	0	0.00651317289217442	0.001327051954084	0	0	0	0	0.0433357199381995	0	0	0.0978689818468824	0	0.00719295090811005	0	0	0.00208385429690756	0.0136670701706431	0	0	0	0	1.01156069364162	0	0	0	0	0	0.00253607567649819	0.0453636307400458	0	0	0	0	0	0	0	0.00221950948840306	0	0	0	0	0	0.396361603740027	0.00796892120729156	0	0.0021602004666033	0.0911240271894395	0	0	0	0	0	0	0	0	0	0	0	0
"g__Enterorhabdus"	0.00626586045928757	0	0.0884453420986628	0.0234647358541164	0.0195395186765233	0.108818260234888	0.0152014187990879	0.0467244232454006	0.0562769660462305	0.0936556379079268	0.10928138071372	0.101505075253763	0.0586785588545945	0.208366219415943	0.0101657009250788	0.248156806329797	0.274543530034401	0.0228549040094032	0.106276569142286	0.0234292631496739	0.134682585905649	0.120279472892898	0.0138507991911133	0.0584379287565425	0.0836629145117128	0.00683168993236627	0.0490656199334414	0.00378809402049359	0.0473115885561616	0.0734599643194459	0.0557936648829601	0.0309297482318494	0.0660908407210739	0.0936674137758004	0.200900588846554	0.309597523219814	0.0669568128557081	0.0550518134715026	0.0952757186345363	0.0155365664188214	0.0691961711451966	0.0133396573190253	0.0395954069327958	0.0212359311955829	0.0197992659041411	0.0711418263123126	0.0936348241856759	0.00201259886891944	0.0518448111984792	0.00738843463698158	0.151029466157071	0.0554836323284631	0.0270398161292503	0.0469202095769361	0.106960242095377	0.0132301382549448	0.0106555848584139	0.146127618119825	0.0522134785365308	0.0443049658482555	0.718893292919873	0.0872584809901166
"g__Erysipelotrichaceae_incertae_sedis"	0.147247720793258	0.0372282338925842	0.0158409567937904	0.181013676588898	0.110723939166965	0.0491009223011081	0.349632632379022	0.0759271877737759	0.0917106113345978	4.49062636244732	0.0772506311941817	0.0700035001750087	0.10562140593827	0.0568271507498027	0.00338856697502626	0.104297788167596	1.31648584281556	0.532192764790388	0.135450529298991	0.205006052559647	0.593331391962725	0.0795967100026533	0.127427352558243	0.177854565780781	0.101409593347531	0.0318812196843759	0.221861933612083	0.035986893194689	0.180897250361794	0.0314828418511911	0.0608658162359564	0.0103099160772831	0.0455798901524647	0.772756163650353	0.103914097679252	1.30951384821354	0.244392366923334	0.229922279792746	0.94113819626798	0.148707135723005	0.178756775458425	0.176379913440446	0.302364925668622	0.365258016564026	0.0746280022540703	0.0457340312007724	0.161370654447654	0.169058304989233	0.129612027996198	0.0098512461826421	0.0955492540993712	0.591825411503607	0.152098965727033	0.218960978025702	0.242617134509026	0.00992260369120857	0.215775593382882	0.183596238150549	0.391601089023981	0.0849178512091564	0.555685085878604	0.313418217433889
"g__Escherichia/Shigella"	0.0219305116075065	0	0	0	0	0	0	0	0.0104216603789316	0.0145327713995059	0	0	0.00586785588545945	0	0	0	0	0	0.147953655080437	0.00195243859580616	0	0	0	0	0	0	0	0	2.76355337860403	0	0	0.0247437985854795	0	0.00334526477770716	0.0381018358157257	0	0	0	0	0.035512151814449	0.791911736439473	0	0	0	0.0045690613624941	0.00254077951115402	0	0	0.0453642097986693	0	0	0	0	0	0.109569028487947	0	0	0	0	0	0.0427450066060465	0.00890392663164456
"g__Eubacterium"	0.122184278956108	0.0570832919686291	0.124087494884692	0.053633681952266	0.0260526915686977	0.168535598168668	0.0709399543957436	0.190791394918719	0.07920461887988	0.0177622761549516	0.154501262388363	0.0840042002100105	0.0674803426827837	0.0505130228887135	0.0813256074006302	0.197806149973026	0.00661550674781688	0.048974794305864	0.348003667583563	0.189386543793197	0.280285381479325	0.088440788891837	0.2077619878667	0.157528329691549	0.136902951019166	0.0318812196843759	0.0575987712262138	0.115536867625054	0.286652565957921	0.0682128240109141	0.0532575892064619	0.103099160772831	0.24613140682331	0.00334526477770716	0.29442327675788	0	0.0435219283562102	0.077720207253886	0.162665861083355	0.150926645211408	0.236420251412756	0.111163810991878	0.0467945718296678	0.050966234869399	0.0822431045248938	0.0762233853346207	0.167347345353123	0.158995310644635	0.0518448111984792	0.0886612156437789	0.0770558500801381	0.0702792676160532	0.0912593794362199	0.221567656335531	0.626108734216842	0.0463054838923067	0.117211433442553	0.0861778260706658	0.04848394435535	0.059073287797674	0.0699463744462579	0.174516961980233
"g__Faecalibacterium"	0	0	0	0	0.00325658644608721	0	0	0	0	0	0	0	0	0	0	0.00359647545405503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
